severity,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
minor,29,32,3,29,10,2,0,53,2,0.5833333,0.6666667,1,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,11,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,2888,73,0,1,7,3,10.42857143,7.87755102,1.722075152,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,4,2,2,5,2,0,1,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,3,0,0,3,3,0,2,0,2,0,0,0,35,1,0,13653,250,0,0,5,4,50,8.363852556,1.344783917,1.25,0.4,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,7,0,7,13,1,0,12,0,0.6111111,0.6666667,0.6666667,6,0,4,0,2,0,6,0,0,0,3,0,0,3,0,0,0,0,1,46,3,3,2,0,0,3,0,8,0,5,2,0,0,0,53,1,0,759,50,0,0,3,1,16.66666667,10.48611111,0.861779919,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,17,3,14,39,3,0,30,3,0.5740741,0.3,0.3,6,0,3,1,2,0,5,0,0,0,9,2,0,2,0,7,2,0,9,192,16,1,15,4,1,55,19,32,6,30,2,0,0,0,110,1,10,10147,121,0,1,4,3,30.25,3.6875,1.154778149,1.333333333,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,22,22,0,22,99,2,0,63,980,0.9292517,0.0693802,0.18501388,49,17,44,3,2,0,47,0,3,0,15,8,5,10,0,0,8,0,8,1078,53,5,22,1,22,2,60,81,24,38,4,1,1,0,154,25,0,78656,288,1,15,16,5,18,7.27297668,2.395894597,3.2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
minor,8,10,2,8,10,1,0,6,1,0.64285713,0.47619048,0.47619048,7,0,5,0,2,0,7,0,5,0,2,0,0,1,1,0,1,0,0,32,3,0,2,1,1,2,0,3,1,2,1,0,0,0,80,1,0,2726,218,0,6,8,1,27.25,3.333333333,1.584588597,8,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,16,3,0,14,22,0.6666667,0.19444445,0.2777778,9,0,7,0,2,0,9,0,0,0,2,1,0,0,2,0,1,0,0,56,10,0,2,0,0,1,0,5,0,4,1,0,0,0,68,1,0,9411,91,0,0,1,1,91,14.38888889,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,5,1,0,5,0,0.4,0.7,1,5,0,3,0,2,0,5,0,0,0,2,0,0,2,0,0,0,0,3,27,3,0,0,0,0,2,2,6,0,6,0,0,0,0,31,9,0,2765,10,0,0,1,1,10,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,19,5,14,60,2,0,31,578,0.92361104,0.037433155,0.04456328,36,17,31,3,2,0,34,0,3,0,8,5,2,6,0,0,5,0,2,453,42,1,7,1,7,4,25,55,12,30,4,1,1,0,142,17,0,3193,23,0,0,2,2,11.5,6.375,0.692201703,1,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,18,21,3,18,32,3,0,38,21,0,0,0,7,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,144,5,2,14,0,0,17,0,11,1,11,5,0,0,0,52,1,0,20291,582,4,3,22,3,26.45454545,4.777777778,2.735730943,7.333333333,0.772727273,TRUE,FALSE,FALSE,FALSE,FALSE
none,1,7,6,1,6,1,6,3,0,0.11111111,0.6666667,1,3,1,1,0,2,0,3,0,0,0,3,0,0,3,0,0,2,0,0,28,0,0,0,0,0,1,0,4,1,3,1,0,0,0,19,1025,0,2044,34,0,0,1,1,34,4.117202268,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,18,24,6,18,105,3,0,53,871,0.9527928,0.068817206,0.10752688,47,0,29,16,2,0,31,0,0,0,32,12,7,25,0,0,12,0,1,981,26,4,23,1,7,8,24,55,0,42,4,1,1,4,391,1,0,18139,641,0,84,89,12,7.202247191,7.719008264,3.28149537,7.416666667,0.764044944,FALSE,FALSE,FALSE,FALSE,FALSE
minor,13,24,11,13,11,3,0,11,33,0.8,0.2857143,0.2857143,10,1,5,3,2,0,7,0,0,0,3,1,0,3,0,0,2,0,2,56,6,0,1,0,1,0,0,8,0,6,0,1,0,0,207,1,0,1354,134,0,2,12,1,11.16666667,0,1.026635458,12,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,5,10,5,5,5,2,4,4,4,0.4,0.3,0.3,5,0,3,0,2,0,5,1,0,0,1,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,64,1025,0,792,35,0,0,13,2,2.692307692,0,2.297587448,6.5,0.692307692,FALSE,FALSE,FALSE,FALSE,FALSE
major,14,19,5,14,60,2,0,31,578,0.92361104,0.037433155,0.04456328,36,17,31,3,2,0,34,0,3,0,8,5,2,6,0,0,5,0,2,453,42,1,7,1,7,4,25,55,12,30,4,1,1,0,142,17,0,3193,23,0,0,2,2,11.5,6.375,0.692201703,1,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,8,8,0,8,5,2,0,5,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,3,0,0,2,0,2,2,0,0,0,26,1,0,15295,315,0,8,14,7,22.5,6.023668639,2.190971398,2,0.428571429,TRUE,FALSE,FALSE,FALSE,FALSE
minor,9,28,19,9,26,1,6,22,46,0.72222227,0.10909091,0.10909091,12,4,9,1,2,0,11,2,1,1,6,1,5,1,0,0,5,0,11,106,10,1,6,4,1,7,6,25,5,17,2,0,1,0,117,1025,0,8399,225,0,3,12,5,18.75,6.636678201,2.256448381,2.4,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,10,1,9,20,1,0,30,17,0.7619047,0.16666667,0.16666667,7,1,2,3,2,0,4,0,0,0,3,2,1,2,0,0,2,0,1,82,5,1,5,0,0,7,0,12,1,9,2,0,0,0,103,1,0,3826,140,4,2,11,6,12.72727273,3.125,1.825796818,1.833333333,0.363636364,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,27,13,14,405,1,0,109,673,0.971201,0.14761905,0.7380952,38,2,33,2,2,1,36,0,0,0,53,7,0,1,51,1,7,0,101,1297,34,25,108,19,52,390,280,342,171,155,13,3,1,0,350,1,0,950,7,0,2,3,2,2.333333333,2,1.004242473,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,16,3,0,14,22,0.6666667,0.19444445,0.2777778,9,0,7,0,2,0,9,0,0,0,2,1,0,0,2,0,1,0,0,56,10,0,2,0,0,1,0,5,0,4,1,0,0,0,68,1,0,9411,91,0,0,1,1,91,14.38888889,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,39,40,1,39,51,2,0,59,6,0.77692306,1,1,13,0,2,9,2,0,4,0,0,0,10,3,0,10,0,0,4,0,1,234,5,4,18,0,4,22,15,55,2,37,4,0,0,0,289,1,9,7587,193,1,4,12,2,16.08333333,11.3671875,1.915961948,6,0.833333333,FALSE,FALSE,FALSE,FALSE,FALSE
major,29,32,3,29,10,2,0,53,2,0.5833333,0.6666667,1,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,11,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,2888,73,0,1,7,3,10.42857143,7.87755102,1.722075152,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,9,1,8,5,3,0,6,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,1,0,0,1,0,1,0,0,0,60,1,0,1776,97,0,0,3,2,32.33333333,2,0.875336736,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,13,24,11,13,11,3,0,11,33,0.8,0.2857143,0.2857143,10,1,5,3,2,0,7,0,0,0,3,1,0,3,0,0,2,0,2,56,6,0,1,0,1,0,0,8,0,6,0,1,0,0,207,1,0,1354,134,0,2,12,1,11.16666667,0,1.026635458,12,1,TRUE,FALSE,FALSE,FALSE,FALSE
critical,14,19,5,14,60,2,0,31,578,0.92361104,0.037433155,0.04456328,36,17,31,3,2,0,34,0,3,0,8,5,2,6,0,0,5,0,2,453,42,1,7,1,7,4,25,55,12,30,4,1,1,0,142,17,0,3193,23,0,0,2,2,11.5,6.375,0.692201703,1,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
minor,11,12,1,11,8,3,0,18,11,0.73469394,0.23809524,0.2857143,7,0,5,0,2,0,7,0,0,0,7,0,0,7,0,0,0,0,0,56,2,0,1,0,0,7,1,16,0,11,1,0,0,0,113,1,0,3158,115,0,9,17,4,6.764705882,5.901701323,2.551540183,4.25,0.647058824,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,3,2,1,19,3,0,11,15,0.97222227,0,0,6,2,4,0,2,0,6,0,1,0,6,5,0,1,0,5,5,0,5,67,3,1,0,0,4,20,11,10,6,10,3,0,0,0,156,1,0,8323,61,0,0,3,3,20.33333333,10,1.00747897,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
critical,26,30,4,26,62,3,0,63,67,0.7638889,0.26666668,0.26666668,18,0,4,12,2,0,6,0,0,0,4,1,0,4,0,0,2,0,0,363,20,0,23,5,1,5,3,35,1,32,2,4,3,0,139,1,0,1458,92,1,14,14,4,6.571428571,10.5,1.29286313,3.5,0.785714286,TRUE,FALSE,FALSE,FALSE,FALSE
minor,9,28,19,9,26,1,6,22,46,0.72222227,0.10909091,0.10909091,12,4,9,1,2,0,11,2,1,1,6,1,5,1,0,0,5,0,11,106,10,1,6,4,1,7,6,25,5,17,2,0,1,0,117,1025,0,8399,225,0,3,12,5,18.75,6.636678201,2.256448381,2.4,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
major,18,30,12,18,50,1,2,56,245,0.82258064,0.3982684,0.3982684,31,0,20,9,2,0,22,2,0,0,4,1,0,4,0,0,1,0,3,194,12,0,1,4,0,29,5,21,4,21,1,0,0,4,132,1025,16,8023,503,2,10,61,9,8.245901639,9.673469388,3.547450984,6.777777778,0.426229508,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,6,1,5,6,3,0,0,15,0,0,0,6,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,1,0,1,0,0,0,0,0,0,56,17,0,5581,302,0,2,7,1,43.14285714,2,1.895366849,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,10,14,4,10,20,2,0,13,12,0.7111111,0.33333334,0.33333334,9,0,7,0,2,0,9,0,0,2,5,1,0,1,4,0,1,0,1,94,5,1,8,0,2,2,12,16,3,11,2,1,0,1,82,1,0,9686,274,0,5,8,7,34.25,4.36,1.84938372,1.142857143,0.25,TRUE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,16,3,0,14,22,0.6666667,0.19444445,0.2777778,9,0,7,0,2,0,9,0,0,0,2,1,0,0,2,0,1,0,0,56,10,0,2,0,0,1,0,5,0,4,1,0,0,0,68,1,0,9411,91,0,0,1,1,91,14.38888889,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,15,17,2,15,49,4,0,27,92,0.8125,0.11666667,0.3,16,0,14,0,2,0,16,0,0,0,4,1,0,0,4,0,1,0,0,141,34,0,9,0,2,2,2,10,0,8,3,0,0,0,89,1,0,32976,333,0,8,10,3,33.3,5.340277778,2.062821732,3.333333333,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,16,19,3,16,16,2,0,39,43,0.79464287,0.21212122,0.54545456,14,0,10,2,2,0,12,0,0,0,8,0,0,1,0,7,1,0,0,77,4,0,0,0,0,10,3,6,2,13,1,0,1,4,61,1,0,2198,145,0,2,5,5,29,19.34375,1.35147788,1,0.2,FALSE,TRUE,FALSE,FALSE,FALSE
critical,9,11,2,9,95,2,0,69,131,0.84210527,0.06666667,0.13333334,19,0,8,9,2,0,10,0,0,0,7,1,0,7,0,0,2,0,3,333,16,4,36,0,4,116,19,81,41,60,3,0,0,0,190,1,17,18225,383,1,14,43,15,8.906976744,7.433469388,2.98051326,2.866666667,0.23255814,TRUE,FALSE,FALSE,FALSE,FALSE
critical,18,24,6,18,105,3,0,53,871,0.9527928,0.068817206,0.10752688,47,0,29,16,2,0,31,0,0,0,32,12,7,25,0,0,12,0,1,981,26,4,23,1,7,8,24,55,0,42,4,1,1,4,391,1,0,18139,641,0,84,89,12,7.202247191,7.719008264,3.28149537,7.416666667,0.764044944,FALSE,FALSE,FALSE,FALSE,FALSE
minor,1,3,2,1,19,3,0,11,15,0.97222227,0,0,6,2,4,0,2,0,6,0,1,0,6,5,0,1,0,5,5,0,5,67,3,1,0,0,4,20,11,10,6,10,3,0,0,0,156,1,0,8323,61,0,0,3,3,20.33333333,10,1.00747897,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
critical,29,32,3,29,10,2,0,53,2,0.5833333,0.6666667,1,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,11,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,2888,73,0,1,7,3,10.42857143,7.87755102,1.722075152,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
minor,9,46,37,9,12,1,0,12,13,0.63636357,0.46666667,0.8,11,0,8,1,2,0,10,0,0,0,6,0,0,6,0,0,6,0,1,97,8,0,1,0,1,0,4,13,0,7,0,0,1,0,105,1025,0,7962,175,0,0,3,3,58.33333333,5.42875,1.001682435,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,10,2,8,10,1,0,6,1,0.64285713,0.47619048,0.47619048,7,0,5,0,2,0,7,0,5,0,2,0,0,1,1,0,1,0,0,32,3,0,2,1,1,2,0,3,1,2,1,0,0,0,80,1,0,2726,218,0,6,8,1,27.25,3.333333333,1.584588597,8,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,11,13,2,11,33,2,0,23,52,0.7846154,0.16666667,0.35897437,13,0,11,0,2,0,13,0,0,0,5,2,0,0,5,0,2,0,0,103,22,0,5,0,1,3,0,10,0,8,1,0,0,0,74,1,0,11821,76,0,2,2,1,38,8.522959184,0.496732568,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,10,5,5,5,2,4,4,4,0.4,0.3,0.3,5,0,3,0,2,0,5,1,0,0,1,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,64,1025,0,792,35,0,0,13,2,2.692307692,0,2.297587448,6.5,0.692307692,FALSE,FALSE,FALSE,FALSE,FALSE
critical,14,27,13,14,405,1,0,109,673,0.971201,0.14761905,0.7380952,38,2,33,2,2,1,36,0,0,0,53,7,0,1,51,1,7,0,101,1297,34,25,108,19,52,390,280,342,171,155,13,3,1,0,350,1,0,950,7,0,2,3,2,2.333333333,2,1.004242473,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,9,1,8,5,3,0,6,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,1,0,0,1,0,1,0,0,0,60,1,0,1776,97,0,0,3,2,32.33333333,2,0.875336736,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
minor,47,49,2,47,111,2,0,122,358,0.8827586,0.08300395,0.17786561,29,0,18,6,2,3,23,0,0,0,5,0,0,5,0,0,0,0,13,554,16,10,23,0,3,83,30,92,20,79,4,0,0,0,151,1,0,23922,211,4,0,14,5,15.07142857,3.387755102,2.115821334,2.8,0.571428571,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,8,0,8,5,2,0,5,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,3,0,0,2,0,2,2,0,0,0,26,1,0,15295,315,0,8,14,7,22.5,6.023668639,2.190971398,2,0.428571429,TRUE,FALSE,FALSE,FALSE,FALSE
none,18,32,14,18,7,2,2,0,21,0,0,0,7,0,5,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1025,0,13570,341,0,7,7,4,48.71428571,4.612244898,1.926238297,1.75,0.428571429,FALSE,FALSE,FALSE,FALSE,FALSE
critical,47,49,2,47,111,2,0,122,358,0.8827586,0.08300395,0.17786561,29,0,18,6,2,3,23,0,0,0,5,0,0,5,0,0,0,0,13,554,16,10,23,0,3,83,30,92,20,79,4,0,0,0,151,1,0,23922,211,4,0,14,5,15.07142857,3.387755102,2.115821334,2.8,0.571428571,FALSE,FALSE,FALSE,FALSE,FALSE
major,86,105,19,86,179,12,2,186,759,0.946104,0.23044097,0.5376956,55,3,19,17,2,17,38,0,0,0,56,5,0,43,0,13,51,0,10,1519,53,5,46,3,5,57,13,176,5,143,4,6,15,9,447,1,24,87918,1742,6,37,110,26,15.83636364,6.545306122,4.113261023,4.230769231,0.2,FALSE,FALSE,FALSE,FALSE,FALSE
none,39,40,1,39,51,2,0,59,6,0.77692306,1,1,13,0,2,9,2,0,4,0,0,0,10,3,0,10,0,0,4,0,1,234,5,4,18,0,4,22,15,55,2,37,4,0,0,0,289,1,9,7587,193,1,4,12,2,16.08333333,11.3671875,1.915961948,6,0.833333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,15,17,2,15,24,3,0,37,28,0.9166667,0,0,8,0,6,0,2,0,8,0,0,0,3,3,1,2,0,0,3,0,6,89,13,1,6,1,1,5,0,13,0,12,4,0,0,0,74,17,0,1765,9,0,0,1,1,9,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
minor,9,11,2,9,95,2,0,69,131,0.84210527,0.06666667,0.13333334,19,0,8,9,2,0,10,0,0,0,7,1,0,7,0,0,2,0,3,333,16,4,36,0,4,116,19,81,41,60,3,0,0,0,190,1,17,18225,383,1,14,43,15,8.906976744,7.433469388,2.98051326,2.866666667,0.23255814,TRUE,FALSE,FALSE,FALSE,FALSE
none,8,10,2,8,10,1,0,6,1,0.64285713,0.47619048,0.47619048,7,0,5,0,2,0,7,0,5,0,2,0,0,1,1,0,1,0,0,32,3,0,2,1,1,2,0,3,1,2,1,0,0,0,80,1,0,2726,218,0,6,8,1,27.25,3.333333333,1.584588597,8,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,6,1,5,6,3,0,0,15,0,0,0,6,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,1,0,1,0,0,0,0,0,0,56,17,0,5581,302,0,2,7,1,43.14285714,2,1.895366849,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,14,19,5,14,60,2,0,31,578,0.92361104,0.037433155,0.04456328,36,17,31,3,2,0,34,0,3,0,8,5,2,6,0,0,5,0,2,453,42,1,7,1,7,4,25,55,12,30,4,1,1,0,142,17,0,3193,23,0,0,2,2,11.5,6.375,0.692201703,1,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,18,32,14,18,7,2,2,0,21,0,0,0,7,0,5,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1025,0,13570,341,0,7,7,4,48.71428571,4.612244898,1.926238297,1.75,0.428571429,FALSE,FALSE,FALSE,FALSE,FALSE
none,15,17,2,15,49,4,0,27,92,0.8125,0.11666667,0.3,16,0,14,0,2,0,16,0,0,0,4,1,0,0,4,0,1,0,0,141,34,0,9,0,2,2,2,10,0,8,3,0,0,0,89,1,0,32976,333,0,8,10,3,33.3,5.340277778,2.062821732,3.333333333,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,17,27,10,17,53,5,4,41,212,0.8666667,0.15238096,0.15238096,24,0,18,4,2,0,21,0,0,0,3,0,0,3,0,0,0,0,0,166,13,1,21,0,2,0,5,17,0,11,2,0,1,0,158,1,0,2428,70,0,3,14,4,5,2,1.783957047,3.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,10,1,9,20,1,0,30,17,0.7619047,0.16666667,0.16666667,7,1,2,3,2,0,4,0,0,0,3,2,1,2,0,0,2,0,1,82,5,1,5,0,0,7,0,12,1,9,2,0,0,0,103,1,0,3826,140,4,2,11,6,12.72727273,3.125,1.825796818,1.833333333,0.363636364,FALSE,FALSE,FALSE,FALSE,FALSE
none,26,30,4,26,62,3,0,63,67,0.7638889,0.26666668,0.26666668,18,0,4,12,2,0,6,0,0,0,4,1,0,4,0,0,2,0,0,363,20,0,23,5,1,5,3,35,1,32,2,4,3,0,139,1,0,1458,92,1,14,14,4,6.571428571,10.5,1.29286313,3.5,0.785714286,TRUE,FALSE,FALSE,FALSE,FALSE
none,12,14,2,12,27,2,0,7,43,0.8,0.022222223,0.022222223,10,0,8,0,2,0,10,0,0,0,1,1,0,0,1,0,0,0,0,83,15,0,11,0,0,0,0,22,0,13,2,0,0,0,86,1,0,12541,87,0,2,2,1,43.5,8.805555556,0.651272509,2,1,TRUE,FALSE,TRUE,TRUE,FALSE
major,86,105,19,86,179,12,2,186,759,0.946104,0.23044097,0.5376956,55,3,19,17,2,17,38,0,0,0,56,5,0,43,0,13,51,0,10,1519,53,5,46,3,5,57,13,176,5,143,4,6,15,9,447,1,24,87918,1742,6,37,110,26,15.83636364,6.545306122,4.113261023,4.230769231,0.2,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,46,37,9,12,1,0,12,13,0.63636357,0.46666667,0.8,11,0,8,1,2,0,10,0,0,0,6,0,0,6,0,0,6,0,1,97,8,0,1,0,1,0,4,13,0,7,0,0,1,0,105,1025,0,7962,175,0,0,3,3,58.33333333,5.42875,1.001682435,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,15,18,3,15,12,2,2,27,4,0.8,1,1,5,0,1,2,2,0,3,0,0,0,3,2,0,1,2,0,3,0,4,50,4,0,4,1,0,1,0,13,0,15,3,0,0,1,47,1025,0,3311,86,0,3,6,3,14.33333333,8.41322314,1.334372872,2,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,12,3,9,17,2,0,19,0,0.2,0.7777778,0.7777778,10,0,7,1,2,0,9,0,0,0,1,0,0,1,0,0,1,0,0,46,12,3,3,0,0,0,0,6,0,6,2,0,0,0,48,1,0,249,3,0,0,1,1,3,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,12,14,2,12,27,2,0,7,43,0.8,0.022222223,0.022222223,10,0,8,0,2,0,10,0,0,0,1,1,0,0,1,0,0,0,0,83,15,0,11,0,0,0,0,22,0,13,2,0,0,0,86,1,0,12541,87,0,2,2,1,43.5,8.805555556,0.651272509,2,1,TRUE,FALSE,TRUE,TRUE,FALSE
none,5,6,1,5,6,3,0,0,15,0,0,0,6,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,1,0,1,0,0,0,0,0,0,56,17,0,5581,302,0,2,7,1,43.14285714,2,1.895366849,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,12,3,9,17,2,0,19,0,0.2,0.7777778,0.7777778,10,0,7,1,2,0,9,0,0,0,1,0,0,1,0,0,1,0,0,46,12,3,3,0,0,0,0,6,0,6,2,0,0,0,48,1,0,249,3,0,0,1,1,3,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
minor,16,19,3,16,19,1,0,36,3,0.6666667,0,0,3,3,0,1,2,0,2,0,0,0,1,1,0,1,0,0,1,0,5,77,4,5,3,0,2,14,11,23,7,16,3,0,0,0,71,1,3,560,15,0,1,3,2,5,0,0.853236151,1.5,0.666666667,FALSE,FALSE,FALSE,TRUE,FALSE
none,6,8,2,6,16,3,0,14,22,0.6666667,0.19444445,0.2777778,9,0,7,0,2,0,9,0,0,0,2,1,0,0,2,0,1,0,0,56,10,0,2,0,0,1,0,5,0,4,1,0,0,0,60,1,0,38791,235,0,0,4,2,58.75,5.603515625,1.313495089,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
minor,9,46,37,9,12,1,0,12,13,0.63636357,0.46666667,0.8,11,0,8,1,2,0,10,0,0,0,6,0,0,6,0,0,6,0,1,97,8,0,1,0,1,0,4,13,0,7,0,0,1,0,105,1025,0,7962,175,0,0,3,3,58.33333333,5.42875,1.001682435,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
minor,17,27,10,17,53,5,4,41,212,0.8666667,0.15238096,0.15238096,24,0,18,4,2,0,21,0,0,0,3,0,0,3,0,0,0,0,0,166,13,1,21,0,2,0,5,17,0,11,2,0,1,0,158,1,0,2428,70,0,3,14,4,5,2,1.783957047,3.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,15,18,3,15,12,2,2,27,4,0.8,1,1,5,0,1,2,2,0,3,0,0,0,3,2,0,1,2,0,3,0,4,50,4,0,4,1,0,1,0,13,0,15,3,0,0,1,47,1025,0,3311,86,0,3,6,3,14.33333333,8.41322314,1.334372872,2,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,16,2,0,14,22,0.6666667,0.19444445,0.2777778,9,0,7,0,2,0,9,0,0,0,2,1,0,0,2,0,1,0,0,56,10,0,2,0,0,1,0,5,0,4,1,0,0,0,62,1,0,6573,56,0,1,1,1,56,8.1484375,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE
major,18,30,12,18,50,1,2,56,245,0.82258064,0.3982684,0.3982684,31,0,20,9,2,0,22,2,0,0,4,1,0,4,0,0,1,0,3,194,12,0,1,4,0,29,5,21,4,21,1,0,0,4,132,1025,16,8023,503,2,10,61,9,8.245901639,9.673469388,3.547450984,6.777777778,0.426229508,FALSE,FALSE,FALSE,FALSE,FALSE
minor,16,19,3,16,16,2,0,39,43,0.79464287,0.21212122,0.54545456,14,0,10,2,2,0,12,0,0,0,8,0,0,1,0,7,1,0,0,77,4,0,0,0,0,10,3,6,2,13,1,0,1,4,61,1,0,2198,145,0,2,5,5,29,19.34375,1.35147788,1,0.2,FALSE,TRUE,FALSE,FALSE,FALSE
none,17,27,10,17,53,5,4,41,212,0.8666667,0.15238096,0.15238096,24,0,18,4,2,0,21,0,0,0,3,0,0,3,0,0,0,0,0,166,13,1,21,0,2,0,5,17,0,11,2,0,1,0,158,1,0,2428,70,0,3,14,4,5,2,1.783957047,3.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,29,32,3,29,10,2,0,53,2,0.5833333,0.6666667,1,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,11,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,2888,73,0,1,7,3,10.42857143,7.87755102,1.722075152,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
